hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
20, 1800.00000, 126.179, -150.149, 124.674, 89.8105, 0.205581, -142.729, 0.011152, 178.101, 0.0112656, 58.0212, 0.0442437, -128.419
20, 2700.00000, 126.24, -150.143, 124.877, 89.8257, 0.187312, -143.372, 0.00999441, 178.115, 0.0100877, 58.0516, 0.0401304, -129.211
21, 0.00000, 126.382, -150.125, 125.01, 89.8492, 0.18489, -144.469, 0.00750468, 178.153, 0.00757775, 58.1024, 0.0386053, -133.444
21, 900.00000, 126.278, -150.142, 125.047, 89.8403, 0.172054, -144.844, 0.00915315, 178.124, 0.0092318, 58.0783, 0.0366248, -130.578
21, 1800.00000, 126.139, -150.149, 125.005, 89.8255, 0.164403, -142.763, 0.0126097, 178.098, 0.0127057, 58.0434, 0.037002, -123.214
21, 2700.00000, 126.286, -150.138, 125.15, 89.8493, 0.161526, -145.219, 0.00941334, 178.127, 0.00948796, 58.0885, 0.0346329, -129.653
22, 0.00000, 126.384, -150.127, 125.293, 89.8655, 0.153504, -146.3, 0.00749335, 178.154, 0.0075526, 58.1297, 0.0322444, -133.017
22, 900.00000, 126.403, -150.133, 125.359, 89.8799, 0.151546, -149.405, 0.00688704, 178.159, 0.00694, 58.1527, 0.0313087, -136.795
22, 1800.00000, 126.426, -150.129, 125.473, 89.8803, 0.138015, -149.133, 0.00628612, 178.17, 0.00633166, 58.1703, 0.0285417, -136.51
22, 2700.00000, 126.459, -150.113, 125.523, 89.8799, 0.13171, -146.238, 0.00637531, 178.182, 0.00642058, 58.1724, 0.0276471, -133.063
23, 0.00000, 126.561, -150.108, 125.762, 89.9, 0.113389, -149.481, 0.00396861, 178.245, 0.00399672, 58.2773, 0.0231244, -139.689
23, 900.00000, 126.622, -150.098, 125.826, 89.9117, 0.111878, -150.211, 0.00309408, 178.295, 0.00311761, 58.3488, 0.0226133, -142.429
23, 1800.00000, 126.612, -150.108, 125.853, 89.9111, 0.109037, -152.404, 0.00258945, 178.322, 0.00260987, 58.401, 0.0218722, -145.682
23, 2700.00000, 126.636, -150.096, 125.944, 89.9167, 0.0988839, -151.114, 0.00287352, 178.312, 0.00289407, 58.3796, 0.0199638, -142.917
24, 0.00000, 126.663, -150.09, 126.117, 89.9189, 0.0783564, -151.015, 0.00227911, 178.368, 0.00229506, 58.4662, 0.0158209, -142.807
