hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
13, 1800.00000, 0.0981919, 0.0608443, -7.60802E-005, -3.75763E-005
13, 2700.00000, 0.0584405, 0.0362104, -4.22366E-005, -1.83074E-005
14, 0.00000, 0.0759592, 0.0470673, -5.56707E-005, -2.66366E-005
14, 900.00000, 0.0573615, 0.0355427, -4.11553E-005, -1.86479E-005
14, 1800.00000, 0.0481641, 0.0298412, -3.68161E-005, -1.46239E-005
14, 2700.00000, 0.0506719, 0.0313971, -3.75187E-005, -1.65388E-005
15, 0.00000, 0.0589085, 0.0365028, -4.16893E-005, -2.03612E-005
15, 900.00000, 0.082302, 0.0510032, -5.74772E-005, -3.26605E-005
15, 1800.00000, 0.0587356, 0.0363962, -4.41879E-005, -2.24575E-005
15, 2700.00000, 0.0438186, 0.0271555, -3.11316E-005, -1.82842E-005
16, 0.00000, 0.0429255, 0.0265988, -3.25026E-005, -1.63073E-005
16, 900.00000, 0.0398985, 0.024723, -3.31237E-005, -1.66829E-005
16, 1800.00000, 0.0465768, 0.0288621, -4.04724E-005, -2.15343E-005
16, 2700.00000, 0.0761601, 0.047188, -6.56611E-005, -2.91154E-005
17, 0.00000, 0.0888888, 0.0550816, -9.01624E-005, -4.89072E-005
17, 900.00000, 0.087446, 0.0542088, -9.12668E-005, -7.01322E-005
17, 1800.00000, 0.178709, 0.110822, -0.000238749, -0.000216078
17, 2700.00000, 0.24441, 0.151564, -0.000416501, -0.000349957
18, 0.00000, 0.200513, 0.124384, -0.00037961, -0.000352187
18, 900.00000, 0.144781, 0.0897774, -0.000286843, -0.000229435
18, 1800.00000, 0.186487, 0.11561, -0.000359585, -0.000261712
18, 2700.00000, 0.176686, 0.109521, -0.000361469, -0.000245107
19, 0.00000, 0.256323, 0.158867, -0.000505382, -0.000327999
19, 900.00000, 0.206464, 0.127961, -0.000397372, -0.000251457
19, 1800.00000, 0.197466, 0.122385, -0.000375241, -0.000238225
19, 2700.00000, 0.208119, 0.129013, -0.000369222, -0.000260388
20, 0.00000, 0.184917, 0.114622, -0.000316655, -0.000216921
20, 900.00000, 0.197659, 0.122548, -0.000334242, -0.000255803
20, 1800.00000, 0.193737, 0.120106, -0.000318593, -0.000235839
20, 2700.00000, 0.173733, 0.107697, -0.000261916, -0.000189892
21, 0.00000, 0.130647, 0.0809861, -0.00019244, -0.000137098
21, 900.00000, 0.159178, 0.0986643, -0.000224306, -0.000154568
21, 1800.00000, 0.218977, 0.135737, -0.00029985, -0.000213719
21, 2700.00000, 0.163708, 0.101469, -0.000219469, -0.000148037
22, 0.00000, 0.130458, 0.0808571, -0.00016544, -0.000109002
22, 900.00000, 0.119941, 0.0743281, -0.000154368, -9.12868E-005
22, 1800.00000, 0.109512, 0.0678663, -0.000128005, -7.64507E-005
22, 2700.00000, 0.111089, 0.0688518, -0.000120652, -7.96791E-005
23, 0.00000, 0.0692841, 0.0429369, -6.55263E-005, -3.92312E-005
23, 900.00000, 0.0540863, 0.0335182, -5.01928E-005, -2.95521E-005
23, 1800.00000, 0.0452951, 0.0280681, -4.15796E-005, -2.26013E-005
23, 2700.00000, 0.0502509, 0.0311406, -4.16906E-005, -2.36474E-005
24, 0.00000, 0.0399061, 0.0247302, -2.62075E-005, -1.49185E-005
